datetime,tweet_text,clean_text_nlp,categories,is_noise,Market_Impact
2025-01-03 21:16:19+00:00,"I am pleased to announce Morgan Ortagus as Deputy Special Presidential Envoy for Middle East Peace, to the Honorable Steven Witkoff. Early on Morgan fought me for three years, but hopefully has learned her lesson. These things usually don’t work out, but she has strong Republican support, and I’m not doing this for me, I’m doing it for them. Let’s see what happens. She will hopefully be an asset to Steve, a great leader and talent, as we seek to bring calm and prosperity to a very troubled region. I expect great results, and soon!\n \nMorgan Ortagus has had experience in Diplomacy and National Security, and is an active U.S. Navy Reserve Intelligence Officer. From 2019-2021, Morgan served as Spokesperson at the Department of State (Pompeo!), where she was a member of my Historic Abraham Accords team that brought unprecedented Peace to the Middle East. Earlier, she worked at the Department of the Treasury as a financial intelligence analyst and, from 2010-2011, was the Deputy U.S. Treasury Attaché to the Kingdom of Saudi Arabia.\n \nGood luck Morgan!","I am pleased to announce Morgan Ortagus as Deputy Special Presidential Envoy for Middle East Peace, to the Honorable Steven Witkoff. Early on Morgan fought me for three years, but hopefully has learned her lesson. These things usually dont work out, but she has strong Republican support, and Im not doing this for me, Im doing it for them. Lets see what happens. She will hopefully be an asset to Steve, a great leader and talent, as we seek to bring calm and prosperity to a very troubled region. I expect great results, and soon!n nMorgan Ortagus has had experience in Diplomacy and National Security, and is an active U.S. Navy Reserve Intelligence Officer. From 20192021, Morgan served as Spokesperson at the Department of State Pompeo!, where she was a member of my Historic Abraham Accords team that brought unprecedented Peace to the Middle East. Earlier, she worked at the Department of the Treasury as a financial intelligence analyst and, from 20102011, was the Deputy U.S. Treasury Attach to the Kingdom of Saudi Arabia.n nGood luck Morgan!","GEOPOLITICS,DOMESTIC_POLICY",0,1.1877858734949287
2025-01-03 23:27:33+00:00,"I am pleased to announce the nomination of Roman Pipko to serve as the next United States Ambassador to the Republic of Estonia. \n \nRoman was born and raised in Estonia. He has extensive experience in dealing with Foreign Governments, having represented U.S. interests in the European Bank for Reconstruction and Development, and the Russian American Enterprise Fund. Roman has represented American companies, negotiating projects in Mongolia, Africa, Russia, Western Europe, and his native Estonia, in cooperation with U.S. Government Agencies, and has worked with Foreign Governments on the enforcement of U.S. sanctions. Roman is a graduate of Columbia University and Yale Law School. As a legal immigrant, he has lived the promise of America, and I trust that he will advance American interests in his new role.\n \nCongratulations Roman!","I am pleased to announce the nomination of Roman Pipko to serve as the next United States Ambassador to the Republic of Estonia. n nRoman was born and raised in Estonia. He has extensive experience in dealing with Foreign Governments, having represented U.S. interests in the European Bank for Reconstruction and Development, and the Russian American Enterprise Fund. Roman has represented American companies, negotiating projects in Mongolia, Africa, Russia, Western Europe, and his native Estonia, in cooperation with U.S. Government Agencies, and has worked with Foreign Governments on the enforcement of U.S. sanctions. Roman is a graduate of Columbia University and Yale Law School. As a legal immigrant, he has lived the promise of America, and I trust that he will advance American interests in his new role.n nCongratulations Roman!",OTHER,1,1.1877858734949287
2025-01-04 00:26:17+00:00,"It is my great honor to announce that Tammy Bruce will be joining our incredible Nominee for United States Secretary of State, Marco Rubio, as Spokesperson for the U.S. Department of State.\n \nTammy is a highly respected political analyst who understood the power and importance of “MAGA” early on. She received her Bachelor's Degree in Political Science at the University of Southern California and, after being a liberal activist in the 1990s, saw the lies and fraud of the Radical Left, and quickly became one of the strongest Conservative voices on Radio and Television.\n \nAs one of the longest serving News Contributors, Tammy has brought TRUTH to the American People for over two decades. I know she will bring that same strength of conviction and fearless spirit to her new position as State Department Spokesperson.\n \nCongratulations Tammy!","It is my great honor to announce that Tammy Bruce will be joining our incredible Nominee for United States Secretary of State, Marco Rubio, as Spokesperson for the U.S. Department of State.n nTammy is a highly respected political analyst who understood the power and importance of MAGA early on. She received her Bachelors Degree in Political Science at the University of Southern California and, after being a liberal activist in the 1990s, saw the lies and fraud of the Radical Left, and quickly became one of the strongest Conservative voices on Radio and Television.n nAs one of the longest serving News Contributors, Tammy has brought TRUTH to the American People for over two decades. I know she will bring that same strength of conviction and fearless spirit to her new position as State Department Spokesperson.n nCongratulations Tammy!",OTHER,1,1.1877858734949287
2025-01-04 01:43:39+00:00,"…Merchan took the Bragg Hoax that, according to all Legal Scholars, should have been dead on arrival and, through his fraud and misconduct, gave it a semblance of “life.” While Deranged Jack Smith was “sent packing” back to The Hague, after losing all of his politically manufactured cases against me, Merchan, who is far worse and even more corrupt than Smith in his fight for my hopeless Political Opponents, just cannot let go of this charade. Is it because of his conflicts and relations that he keeps breaking the Law? This has to stop! It is time to end the Lawfare once and for all, so we can come together as one Nation and, MAKE AMERICA GREAT AGAIN!","Merchan took the Bragg Hoax that, according to all Legal Scholars, should have been dead on arrival and, through his fraud and misconduct, gave it a semblance of life. While Deranged Jack Smith was sent packing back to The Hague, after losing all of his politically manufactured cases against me, Merchan, who is far worse and even more corrupt than Smith in his fight for my hopeless Political Opponents, just cannot let go of this charade. Is it because of his conflicts and relations that he keeps breaking the Law? This has to stop! It is time to end the Lawfare once and for all, so we can come together as one Nation and, MAKE AMERICA GREAT AGAIN!",OTHER,1,1.1877858734949287
2025-01-04 01:43:59+00:00,"Every Legal Scholar and Pundit, including the highly respected, and sadly recently passed, David Rivkin, as well as Jonathan Turley, Elie Honig, Andy McCarthy, Alan Dershowitz, Gregg Jarrett, Elizabeth Price Foley, Katie and Andy Cherkasky, Paul Ingrassia, and many others, have unequivocally stated that the Manhattan D.A.’s Witch Hunt is a nonexistent case, which is not only barred by the Statute of Limitations but, on the merits, should never have been brought. This illegitimate political attack is nothing but a Rigged Charade. “Acting” Justice Merchan, who is a radical partisan, just issued another order that is knowingly unlawful, goes against our Constitution and, if allowed to stand, would be the end of the Presidency as we know it. Merchan has so little respect for the Constitution that he is keeping in place an illegal gag order on me, your President and President Elect, just so I cannot expose his and his family’s disqualifying and illegal conflicts. I am the only Political Opponent in American History not allowed to defend myself - A despicable First Amendment Violation! …","Every Legal Scholar and Pundit, including the highly respected, and sadly recently passed, David Rivkin, as well as Jonathan Turley, Elie Honig, Andy McCarthy, Alan Dershowitz, Gregg Jarrett, Elizabeth Price Foley, Katie and Andy Cherkasky, Paul Ingrassia, and many others, have unequivocally stated that the Manhattan D.A.s Witch Hunt is a nonexistent case, which is not only barred by the Statute of Limitations but, on the merits, should never have been brought. This illegitimate political attack is nothing but a Rigged Charade. Acting Justice Merchan, who is a radical partisan, just issued another order that is knowingly unlawful, goes against our Constitution and, if allowed to stand, would be the end of the Presidency as we know it. Merchan has so little respect for the Constitution that he is keeping in place an illegal gag order on me, your President and President Elect, just so I cannot expose his and his familys disqualifying and illegal conflicts. I am the only Political Opponent in American History not allowed to defend myself  A despicable First Amendment Violation!","ECONOMY,GEOPOLITICS,DOMESTIC_POLICY",0,1.1877858734949287
2025-01-04 12:29:53+00:00,"I never falsified business records. It is a fake, made up charge by a corrupt judge who is just doing the work of the Biden/Harris Injustice Department, an attack on their political opponent, ME! He created a case where there was none. Keeps a “gag order” on me so that I can’t talk about how crooked he is. The Fake News knows all about it, but they refuse to talk. He may be the most conflicted judge in New York State history. The accountant testified, with total corroboration, that the records were perfect & totally above board. A legal expense was called, on the books, a legal expense. There was nothing else it could have been called. This was the so-called falsifying of records. I was hiding nothing, everything was out in the open for all to see. Every legal scholar of note said there IS NO CASE AGAINST ME. The judge should be disbarred! This is why people, and companies, are FLEEING New York - A corrupt court system. In another crooked New York case, another corrupt Judge (overturned 5 times on my case alone, & the most overturned judge in New York!) valued Mar-a-Lago, in Palm Beach, Florida, at $18,000,000, when it is worth 50 to 100 times that amount….And then we have, also in New York, the woman I never met (celebrity photo lines from 30 years ago don’t count!), who was awarded almost $100,000,000. A totally out of control, Trump hating judge, presided. The Biden/Harris DOJ was involved, directly or indirectly, in each of these cases. I won against Deranged Jack Smith!","I never falsified business records. It is a fake, made up charge by a corrupt judge who is just doing the work of the BidenHarris Injustice Department, an attack on their political opponent, ME! He created a case where there was none. Keeps a gag order on me so that I cant talk about how crooked he is. The Fake News knows all about it, but they refuse to talk. He may be the most conflicted judge in New York State history. The accountant testified, with total corroboration, that the records were perfect  totally above board. A legal expense was called, on the books, a legal expense. There was nothing else it could have been called. This was the socalled falsifying of records. I was hiding nothing, everything was out in the open for all to see. Every legal scholar of note said there IS NO CASE AGAINST ME. The judge should be disbarred! This is why people, and companies, are FLEEING New York  A corrupt court system. In another crooked New York case, another corrupt Judge overturned 5 times on my case alone,  the most overturned judge in New York! valued MaraLago, in Palm Beach, Florida, at 18,000,000, when it is worth 50 to 100 times that amount.And then we have, also in New York, the woman I never met celebrity photo lines from 30 years ago dont count!, who was awarded almost 100,000,000. A totally out of control, Trump hating judge, presided. The BidenHarris DOJ was involved, directly or indirectly, in each of these cases. I won against Deranged Jack Smith!","GEOPOLITICS,DOMESTIC_POLICY",0,1.1877858734949287
2025-01-04 13:03:24+00:00,"There has never been a President who was so evilly and illegally treated as I. Corrupt Democrat judges and prosecutors have gone against a political opponent of a President, ME, at levels of injustice never seen before. Corrupt judges, or judges so blinded by their hatred of me and my political ideology to “MAKE AMERICA GREAT AGAIN,” are making a mockery of the United States Judicial System, and the World is watching in disgust. Deranged Jack Smith, the evil and sinister prosecutor appointed by Crooked Joe Biden to “take me down,” was found to be illegally appointed by a CORRUPT DOJ and FBI, and all of his many charges against me were dropped or dismissed. His illegal raid of my home, Mar-a-Lago, will go down as one of the “dirtiest tricks” ever perpetrated by one candidate, a dumb as a rock, Sleepy Joe Biden, on another. With all of this said, I still have confidence that the Appellate Courts will bring JUSTICE TO AMERICA!!!","There has never been a President who was so evilly and illegally treated as I. Corrupt Democrat judges and prosecutors have gone against a political opponent of a President, ME, at levels of injustice never seen before. Corrupt judges, or judges so blinded by their hatred of me and my political ideology to MAKE AMERICA GREAT AGAIN, are making a mockery of the United States Judicial System, and the World is watching in disgust. Deranged Jack Smith, the evil and sinister prosecutor appointed by Crooked Joe Biden to take me down, was found to be illegally appointed by a CORRUPT DOJ and FBI, and all of his many charges against me were dropped or dismissed. His illegal raid of my home, MaraLago, will go down as one of the dirtiest tricks ever perpetrated by one candidate, a dumb as a rock, Sleepy Joe Biden, on another. With all of this said, I still have confidence that the Appellate Courts will bring JUSTICE TO AMERICA!!!",OTHER,1,1.1877858734949287
2025-01-05 23:10:36+00:00,"D.A. Alvin Bragg never wanted to bring this lawless case against me. He was furious at the way it was handled, and especially angry at MARK POMERANTZ for his behavior, and what he did. Ultimately, the Biden/Harris DOJ forced Bragg to concoct anything to embarrass TRUMP. But it was even more so what the CORRUPT and TOTALLY CONFLICTED POLITICAL HACK Judge did, and is doing, on this sham trial. I even have, STILL, an Unconstitutional Gag Order where I am not allowed to speak about the Judge’s highly disqualifying Conflicts of Interest. Virtually ever legal scholar and pundit says THERE IS NO (ZERO!) CASE AGAINST ME. The Judge fabricated the facts, and the law, no different than the other New York Judicial and Prosecutorial Witch Hunts. That’s why businesses are fleeing New York, taking with them millions of jobs, and BILLIONS OF DOLLARS IN TAXES. The legal system is broken, and businesses can’t take a chance in getting caught up in this quicksand. IT’S ALL RIGGED, in this case against a political opponent, ME!!!","D.A. Alvin Bragg never wanted to bring this lawless case against me. He was furious at the way it was handled, and especially angry at MARK POMERANTZ for his behavior, and what he did. Ultimately, the BidenHarris DOJ forced Bragg to concoct anything to embarrass TRUMP. But it was even more so what the CORRUPT and TOTALLY CONFLICTED POLITICAL HACK Judge did, and is doing, on this sham trial. I even have, STILL, an Unconstitutional Gag Order where I am not allowed to speak about the Judges highly disqualifying Conflicts of Interest. Virtually ever legal scholar and pundit says THERE IS NO ZERO! CASE AGAINST ME. The Judge fabricated the facts, and the law, no different than the other New York Judicial and Prosecutorial Witch Hunts. Thats why businesses are fleeing New York, taking with them millions of jobs, and BILLIONS OF DOLLARS IN TAXES. The legal system is broken, and businesses cant take a chance in getting caught up in this quicksand. ITS ALL RIGGED, in this case against a political opponent, ME!!!","ECONOMY,GEOPOLITICS,DOMESTIC_POLICY",0,1.1877858734949287
2025-01-06 02:05:11+00:00,"Members of Congress are getting to work on one powerful Bill that will bring our Country back, and make it greater than ever before. We must Secure our Border, Unleash American Energy, and Renew the Trump Tax Cuts, which were the largest in History, but we will make it even better - NO TAX ON TIPS. IT WILL ALL BE MADE UP WITH TARIFFS, AND MUCH MORE, FROM COUNTRIES THAT HAVE TAKEN ADVANTAGE OF THE U.S. FOR YEARS. Republicans must unite, and quickly deliver these Historic Victories for the American People. Get smart, tough, and send the Bill to my desk to sign as soon as possible. MAKE AMERICA GREAT AGAIN!","Members of Congress are getting to work on one powerful Bill that will bring our Country back, and make it greater than ever before. We must Secure our Border, Unleash American Energy, and Renew the Trump Tax Cuts, which were the largest in History, but we will make it even better  NO TAX ON TIPS. IT WILL ALL BE MADE UP WITH TARIFFS, AND MUCH MORE, FROM COUNTRIES THAT HAVE TAKEN ADVANTAGE OF THE U.S. FOR YEARS. Republicans must unite, and quickly deliver these Historic Victories for the American People. Get smart, tough, and send the Bill to my desk to sign as soon as possible. MAKE AMERICA GREAT AGAIN!",OTHER,1,1.1877858734949287
2025-01-06 12:24:38+00:00,"“Had this election not been won by Donald Trump, civilization would be lost.” Elon Musk","Had this election not been won by Donald Trump, civilization would be lost. Elon Musk",OTHER,1,1.1877858734949287
2025-01-06 13:29:18+00:00,"Why would they want to sell U.S. Steel now when Tariffs will make it a much more profitable and valuable company? Wouldn’t it be nice to have U.S. Steel, once the greatest company in the World, lead the charge toward greatness again? It can all happen very quickly!","Why would they want to sell U.S. Steel now when Tariffs will make it a much more profitable and valuable company? Wouldnt it be nice to have U.S. Steel, once the greatest company in the World, lead the charge toward greatness again? It can all happen very quickly!","ECONOMY,GEOPOLITICS",0,1.1877858734949287
2025-01-06 13:34:44+00:00,CONGRESS CERTIFIES OUR GREAT ELECTION VICTORY TODAY — A BIG MOMENT IN HISTORY. MAGA!,CONGRESS CERTIFIES OUR GREAT ELECTION VICTORY TODAY  A BIG MOMENT IN HISTORY. MAGA!,OTHER,1,1.1877858734949287
2025-01-06 14:15:22+00:00,"The story in the Washington Post, quoting so-called anonymous sources, which don't exist, incorrectly states that my tariff policy will be pared back. That is wrong. The Washington Post knows it's wrong. It's just another example of Fake News.","The story in the Washington Post, quoting socalled anonymous sources, which dont exist, incorrectly states that my tariff policy will be pared back. That is wrong. The Washington Post knows its wrong. Its just another example of Fake News.",ECONOMY,0,1.1877858734949287
2025-01-06 17:30:00+00:00,"Biden is doing everything possible to make the TRANSITION as difficult as as possible, from Lawfare such as has never been seen before, to costly and ridiculous Executive Orders on the Green New Scam and other money wasting Hoaxes. Fear not, these “Orders” will all be terminated shortly, and we will become a Nation of Common Sense and Strength. MAGA!!!","Biden is doing everything possible to make the TRANSITION as difficult as as possible, from Lawfare such as has never been seen before, to costly and ridiculous Executive Orders on the Green New Scam and other money wasting Hoaxes. Fear not, these Orders will all be terminated shortly, and we will become a Nation of Common Sense and Strength. MAGA!!!","ECONOMY,DOMESTIC_POLICY",0,-0.19713528264740932
2025-01-06 17:52:32+00:00,"Many people in Canada LOVE being the 51st State. The United States can no longer suffer the massive Trade Deficits and Subsidies that Canada needs to stay afloat. Justin Trudeau knew this, and resigned. If Canada merged with the U.S., there would be no Tariffs, taxes would go way down, and they would be TOTALLY SECURE from the threat of the Russian and Chinese Ships that are constantly surrounding them. Together, what a great Nation it would be!!!","Many people in Canada LOVE being the 51st State. The United States can no longer suffer the massive Trade Deficits and Subsidies that Canada needs to stay afloat. Justin Trudeau knew this, and resigned. If Canada merged with the U.S., there would be no Tariffs, taxes would go way down, and they would be TOTALLY SECURE from the threat of the Russian and Chinese Ships that are constantly surrounding them. Together, what a great Nation it would be!!!","ECONOMY,GEOPOLITICS",0,-0.3414919922457238
2025-01-06 23:09:57+00:00,"I am hearing that the people of Greenland are “MAGA.” My son, Don Jr, and various representatives, will be traveling there to visit some of the most magnificent areas and sights. Greenland is an incredible place, and the people will benefit tremendously if, and when, it becomes part of our Nation. We will protect it, and cherish it, from a very vicious outside World. MAKE GREENLAND GREAT AGAIN!","I am hearing that the people of Greenland are MAGA. My son, Don Jr, and various representatives, will be traveling there to visit some of the most magnificent areas and sights. Greenland is an incredible place, and the people will benefit tremendously if, and when, it becomes part of our Nation. We will protect it, and cherish it, from a very vicious outside World. MAKE GREENLAND GREAT AGAIN!",OTHER,1,-0.30232595806432006
2025-01-07 01:10:04+00:00,"It is my great honor to announce that Joseph Nocella, Jr., will be the next United States Attorney for the Eastern District of New York.\n \nJudge Nocella has a strong record of bringing Law and Order to the incredible people of New York, serving as a Nassau County District Court Judge, and Family Court Judge. A proud graduate of Columbia Law School, he has also spent over ten years in private practice. Judge Nocella previously served as a law clerk to the Honorable Lawrence M. McKenna, United States District Judge for the Southern District of New York. He was also an Assistant U.S. Attorney for the Eastern District of New York from 1991 to 1995. \n \nCongratulations Judge Nocella!","It is my great honor to announce that Joseph Nocella, Jr., will be the next United States Attorney for the Eastern District of New York.n nJudge Nocella has a strong record of bringing Law and Order to the incredible people of New York, serving as a Nassau County District Court Judge, and Family Court Judge. A proud graduate of Columbia Law School, he has also spent over ten years in private practice. Judge Nocella previously served as a law clerk to the Honorable Lawrence M. McKenna, United States District Judge for the Southern District of New York. He was also an Assistant U.S. Attorney for the Eastern District of New York from 1991 to 1995. n nCongratulations Judge Nocella!",OTHER,1,-0.30232595806432006
2025-01-07 14:40:45+00:00,"Don Jr. and my Reps landing in Greenland. The reception has been great. They, and the Free World, need safety, security, strength, and PEACE! This is a deal that must happen. MAGA. MAKE GREENLAND GREAT AGAIN!","Don Jr. and my Reps landing in Greenland. The reception has been great. They, and the Free World, need safety, security, strength, and PEACE! This is a deal that must happen. MAGA. MAKE GREENLAND GREAT AGAIN!",GEOPOLITICS,0,-0.08254552805385673
2025-01-08 16:40:45+00:00,"Governor Gavin Newscum refused to sign the water restoration declaration put before him that would have allowed millions of gallons of water, from excess rain and snow melt from the North, to flow daily into many parts of California, including the areas that are currently burning in a virtually apocalyptic way. He wanted to protect an essentially worthless fish called a smelt, by giving it less water (it didn’t work!), but didn’t care about the people of California. Now the ultimate price is being paid. I will demand that this incompetent governor allow beautiful, clean, fresh water to FLOW INTO CALIFORNIA! He is the blame for this. On top of it all, no water for fire hydrants, not firefighting planes. A true disaster!","Governor Gavin Newscum refused to sign the water restoration declaration put before him that would have allowed millions of gallons of water, from excess rain and snow melt from the North, to flow daily into many parts of California, including the areas that are currently burning in a virtually apocalyptic way. He wanted to protect an essentially worthless fish called a smelt, by giving it less water it didnt work!, but didnt care about the people of California. Now the ultimate price is being paid. I will demand that this incompetent governor allow beautiful, clean, fresh water to FLOW INTO CALIFORNIA! He is the blame for this. On top of it all, no water for fire hydrants, not firefighting planes. A true disaster!",ECONOMY,0,0.5942285128383018
