2024-12-22T09:18:45-05:00|Today is the 7th Anniversary of the Trump Tax Cuts becoming Law. “Happy Birthday!” Next year, we will deliver the largest Tax Cuts in the History of our Country. MAKE AMERICA GREAT AGAIN!
2024-12-22T10:23:22-05:00|I am pleased to announce that I will nominate Stephen Miran to be the Chairman of my Council of Economic Advisers. Steve will work with the rest of my Economic Team to deliver a Great Economic Boom that lifts up all Americans. Steve was a Senior Advisor for Economic Policy at the Treasury Department during my First Term, and received his Ph.D. in Economics from Harvard University. Congratulations Steve!
2024-12-22T13:45:56-05:00|RT @realamericasvoice "WE WILL NEVER EVER LET IT(PANAMA CANAL) FALL INTO THE WRONG HANDS." President @RealDonaldTrump
2024-12-22T13:45:59-05:00|RT @realamericasvoice "TO GET WOKENESS OUT OF OUR MILITARY AND RESTORE THE UNQUESTIONING STRENGTH...OF THE AMERICAN ARMED FORCES, I HAVE APPOINTED @PETEHEGSETH TO BE OUR NEXT SEC. OF DEFENSE." President @RealDonaldTrump
2024-12-22T13:46:02-05:00|RT @realamericasvoice "On my first day back in the Oval Office, I will sign a historic slate of executive orders to close our borders." President @RealDonaldTrump
2024-12-22T13:46:08-05:00|RT @realamericasvoice "I will immediately designate the cartels as foreign terrorist organizations." President @RealDonaldTrump @TPUSA
2024-12-22T13:50:46-05:00|A BEAUTIFUL MORNING IN PHOENIX, ARIZONA—THANK YOU, #AMFEST2024 !
2024-12-22T15:09:20-05:00|I am pleased to nominate Stephen Alexander Vaden to be Deputy Secretary of the Department of Agriculture, where he will work with our Great United States Secretary of Agriculture Nominee, Brooke Rollins.\n \nIn my First Term, Stephen was the General Counsel of the Department of Agriculture, and a Member of the Board of the Commodity Credit Corporation, where he won two cases before the United States Supreme Court, relocated and reorganized the Agencies that comprise the Department to better serve Rural America, and engaged in substantial regulatory reform. Stephen joined the USDA on Day One of my First Term, and left in December 2020 after I nominated him, and the U.S. Senate confirmed him, to continue to serve the American People as an Article III Judge on the Court of International Trade.\n \nJudge Stephen Vaden resides in Union City, Tennessee, where he helps manage his family farm. Congratulations Stephen!
2024-12-22T16:36:08-05:00|…Keith Bass will serve as my Assistant Secretary of Defense for Health Affairs. Keith is a retired Navy Commander with over 30 years of Health Care experience. He has led Medical Departments in the Department of Defense, the Central Intelligence Agency, and the White House Medical Unit. Keith will be leading the charge to ensure our Troops are healthy, and receiving the best Medical Care possible.\n \nFinally, I am pleased to announce that Joe Kasper will serve as Chief of Staff for the Secretary of Defense. During my First Term, Joe served at the Department of Defense, where he directly supported the Secretaries of Defense, Navy, and Air Force. He was then appointed to the Department of Homeland Security as Deputy Assistant Secretary for U.S. Senate Affairs, and later, as Senior Advisor for Strategy, Policy, and Plans. Prior to these roles, Joe spent over a decade on Capitol Hill, where he served as a Chief of Staff, and was instrumental on matters of National Defense.\n \nCongratulations to all!
2024-12-22T16:36:25-05:00|…Michael Duffey will serve as the next Under Secretary of Defense for Acquisition & Sustainment. Mike has been a strong advocate for our Warfighters and the American Taxpayer throughout his many years of public service, including in the Department of Defense, and the Office of Management and Budget of my First Administration. Mike will drive change at the Pentagon and, as a staunch proponent of an America First approach to our National Defense, will work to revitalize our Defense Industrial Base, and rebuild our Military. \n \nEmil Michael will serve as the Undersecretary of Defense for Research and Engineering. Emil has lived the American Dream by building several successful Tech companies, including Uber. He served as a Special Assistant to the Secretary of Defense when he was a White House Fellow. Emil will ensure that our Military has the most technologically sophisticated weapons in the World, while saving A LOT of money for our Taxpayers. Emil is a graduate of Harvard University, and has a Law degree from Stanford. He is a one of the most respected leaders in the Tech business, and will be a champion for the Troops, and our Great Country….
2024-12-22T16:37:49-05:00|I am pleased to announced a slate of America First Patriots, who will work in conjunction with our GREAT Secretary of Defense Nominee, Pete Hegseth!\n \nStephen Feinberg will serve as Deputy Secretary of Defense, and help Make the Pentagon Great Again. An extremely successful businessman, Stephen is a Princeton graduate, who founded his company, Cerberus, in 1992. In addition to his leadership at Cerberus, from 2018 to January 2021, Stephen served as Chairman of my Intelligence Advisory Board.\n \nElbridge “Bridge” Colby will serve as Under Secretary of Defense for Policy. A highly respected advocate for our America First foreign and defense policy, Bridge will work closely with my outstanding Secretary of Defense Nominee, Pete Hegseth, to restore our Military power, and achieve my policy of PEACE THROUGH STRENGTH. Bridge served with distinction in the Pentagon in my First Term, leading the effort on my landmark 2018 Defense strategy. He graduated from Harvard College and Yale Law School, and will make an excellent addition to my team, who will, Make America Great Again!…
2024-12-22T16:38:18-05:00|I am pleased to announce that Scott Kupor will serve as the Director of the Office of Personnel Management. Scott was the first employee of Andreessen Horowitz, and now serves as Managing Partner. He is also the former Chairman of the National Venture Capital Association. Scott will bring much needed reform to our federal workforce. Scott graduated Phi Beta Kappa from Stanford University, with a bachelor’s degree in Public Policy. He also holds a Law degree, with distinction, from Stanford University. Congratulations Scott!
2024-12-22T16:39:18-05:00|….Additionally, Bo Hines will be the Executive Director of the Presidential Council of Advisers for Digital Assets (the "Crypto Council"), a new advisory group composed of luminaries from the Crypto industry, and chaired by our Crypto Czar, David Sacks. Bo is a graduate of Yale University, and Wake Forest University Law School. In his new role, Bo will work with David to foster innovation and growth in the digital assets space, while ensuring industry leaders have the resources they need to succeed. Together, they will create an environment where this industry can flourish, and remain a cornerstone of our Nation's technological advancement.\n \nSriram Krishnan will serve as Senior Policy Advisor for Artificial Intelligence at the White House Office of Science and Technology Policy. Working closely with David Sacks, Sriram will focus on ensuring continued American leadership in A.I., and help shape and coordinate A.I. policy across Government, including working with the President’s Council of Advisors on Science and Technology. Sriram started his career at Microsoft as a founding member of Windows Azure.\n \nCongratulations to all!
2024-12-22T16:39:31-05:00|I am pleased to announce the brilliant Team that will be working in conjunction with our White House A.I. & Crypto Czar, David O. Sacks. Together, we will unleash scientific breakthroughs, ensure America’s technological dominance, and usher in a Golden Age of American Innovation!\n \nMichael J.K. Kratsios will be the new Director of the White House Office of Science and Technology Policy (OSTP), and an Assistant to the President for Science and Technology. In my First Term, Michael was unanimously confirmed by the U.S. Senate as Chief Technology Officer of the United States at the White House. He also served as the Under Secretary of Defense for Research & Engineering at the Pentagon, and received the DoD’s Distinguished Public Service Medal. He graduated from Princeton, and is a Distinguished Fellow at Stanford.\n \nDr. Lynne Parker will serve as Executive Director of the Presidential Council of Advisors for Science and Technology (PCAST), and Counselor to the Director of the Office of Science and Technology Policy. PCAST will assemble America's most distinguished minds in science and technology to advise our Administration on critical issues like Artificial Intelligence. As previously announced, David Sacks will be chairing PCAST. Dr. Parker previously served as Deputy U.S. CTO, and Founding Director of the National Artificial Intelligence Initiative Office. She received her PhD in Computer Science from MIT…
2024-12-22T16:47:11-05:00|Standing before you today, I can proudly proclaim that the GOLDEN AGE OF AMERICA IS UPON US!
2024-12-22T16:48:45-05:00|In the Election of 2024, our MOVEMENT not only won a MANDATE—WE built a New American Majority that will define our Country’s future for generations to come!
2024-12-22T16:52:30-05:00|All over the world, they are calling it THE TRUMP EFFECT, because even before taking office, we are already bringing jobs, opportunity, safety, and Common Sense back to the USA!
2024-12-22T17:11:00-05:00|I am pleased to announce Ken Howery as my choice for United States Ambassador to the Kingdom of Denmark. Ken is a World renowned entrepreneur, investor, and public servant, who served our Nation brilliantly during my First Term as U.S. Ambassador to Sweden, where he led efforts to increase Defense, Security, and Economic Cooperation between our Countries. As a Co-Founder of PayPal and venture capital fund, Founders Fund, Ken turned American Innovation and Tech leadership into Global success stories, and that experience will be invaluable in representing us abroad. For purposes of National Security and Freedom throughout the World, the United States of America feels that the ownership and control of Greenland is an absolute necessity. Ken will do a wonderful job in representing the interests of the United States. Thank you Ken, and congratulations!
2024-12-22T17:12:40-05:00|We’ll see about that!
2024-12-22T17:13:13-05:00|Welcome to the United States Canal!
2024-12-22T17:34:44-05:00|I am pleased to announce Callista L. Gingrich will be our next United States Ambassador to Switzerland. Happily married to the Great Newt Gingrich, Callista previously served, with distinction, as my Ambassador to the Holy See. During her tenure, Callista worked to advance and defend international religious freedom, combat human trafficking, and provide humanitarian assistance around the World. Callista graduated, with honors, from Luther College in Decorah, Iowa, with a Bachelor of Arts in Music in 1988. Congratulations!
2024-12-22T17:35:27-05:00|I am pleased to announce Mauricio Claver-Carone as the State Department’s Special Envoy for Latin America. Mauricio has served in many important roles, including the White House, as my Senior Director for Western Hemisphere Affairs. Over the last four years, chaos and anarchy have engulfed our Borders. It is time to restore order in our own hemisphere. Mauricio knows the region, and how to put America’s interests FIRST. He also knows the dire threats we face from illegal mass migration and fentanyl. As the State Department’s Special Envoy, Mauricio will work tirelessly to protect the American People.
2024-12-22T18:02:53-05:00|Katie Miller will soon be joining DOGE! She has been a loyal supporter of mine for many years, and will bring her professional experience to Government Efficiency. Katie is a deeply experienced communications professional respected by all. Congratulations to Stephen and Katie!
2024-12-24T07:17:27-05:00|Joe Biden just commuted the Death Sentence on 37 of the worst killers in our Country. When you hear the acts of each, you won’t believe that he did this. Makes no sense. Relatives and friends are further devastated. They can’t believe this is happening!
2024-12-24T10:07:19-05:00|As soon as I am inaugurated, I will direct the Justice Department to vigorously pursue the death penalty to protect American families and children from violent rapists, murderers, and monsters. We will be a Nation of Law and Order again!
2024-12-24T13:47:09-05:00|“Capitol Police Chief EXPOSES Nancy Pelosi's Lies during SHOCKING Testimony…”
2024-12-24T17:18:49-05:00|I am pleased to announce that Somers Farkas will serve as the next United States Ambassador to the Republic of Malta.\n \nSomers is a model, philanthropist, documentary producer, and very successful businesswoman. She previously served on my President’s Commission on White House Fellowships, and has raised Millions of Dollars for charity, including for the American Society for the Prevention of Cruelty to Animals, the Alzheimer’s Associate, Lighthouse Guild, the New York Women’s Foundation and, as a Trustee of the New York City Police Foundation where she has always BACKED THE BLUE.\n \nCongratulations Somers!
2024-12-24T17:18:57-05:00|It is my great honor to announce that John Arrigo will serve as the next United States Ambassador to Portugal.\n \nJohn is a highly successful entrepreneur in the automotive industry, and a champion golfer. For over thirty years, he has been an incredible leader in business in West Palm Beach, and is respected by all. I have known John for a long time. He will do an incredible job for our Country, and always put America FIRST.\n \nCongratulations John!
2024-12-25T09:47:56-05:00|MERRY CHRISTMAS TO ALL!
2024-12-25T10:55:06-05:00|Patriot of the Year Award!
2024-12-25T14:43:02-05:00|…Page 2: Merry Christmas to the Radical Left Lunatics, who are constantly trying to obstruct our Court System and our Elections, and are always going after the Great Citizens and Patriots of the United States but, in particular, their Political Opponent, ME. They know that their only chance of survival is getting pardons from a man who has absolutely no idea what he is doing. Also, to the 37 most violent criminals, who killed, raped, and plundered like virtually no one before them, but were just given, incredibly, a pardon by Sleepy Joe Biden. I refuse to wish a Merry Christmas to those lucky “souls” but, instead, will say, GO TO HELL! We had the Greatest Election in the History of our Country, a bright light is now shining over the U.S.A. and, in 26 days, we will, MAKE AMERICA GREAT AGAIN. MERRY CHRISTMAS!
2024-12-25T14:43:41-05:00|Merry Christmas to all, including to the wonderful soldiers of China, who are lovingly, but illegally, operating the Panama Canal (where we lost 38,000 people in its building 110 years ago), always making certain that the United States puts in Billions of Dollars in “repair” money, but will have absolutely nothing to say about “anything.” Also, to Governor Justin Trudeau of Canada, whose Citizens’ Taxes are far too high, but if Canada was to become our 51st State, their Taxes would be cut by more than 60%, their businesses would immediately double in size, and they would be militarily protected like no other Country anywhere in the World. Likewise, to the people of Greenland, which is needed by the United States for National Security purposes and, who want the U.S. to be there, and we will!…
2024-12-25T14:55:05-05:00|I just left Wayne Gretzky, “The Great One” as he is known in Ice Hockey circles. I said, “Wayne, why don’t you run for Prime Minister of Canada, soon to be known as the Governor of Canada - You would win easily, you wouldn’t even have to campaign.” He had no interest, but I think the people of Canada should start a DRAFT WAYNE GRETZKY Movement. It would be so much fun to watch!
2024-12-25T14:56:40-05:00|I am pleased to announce that Kevin Marino Cabrera will serve as the United States Ambassador to the Republic of Panama, a Country that is ripping us off on the Panama Canal, far beyond their wildest dreams.\n \nKevin is a fierce fighter for America First principles. As a Miami-Dade County Commissioner, and Vice Chairman of the International Trade Consortium, he has been instrumental in driving Economic growth, and fostering International partnerships. In 2020, Kevin did an incredible job as my Florida State Director and, this year, advanced our MAGA Agenda as a Member of the RNC Platform Committee.\n \nFew understand Latin American politics as well as Kevin - He will do a FANTASTIC job representing our Nation’s interests in Panama!
2024-12-25T17:41:43-05:00|This will be the best Christmas of our lifetime, because of what is going to come!
2024-12-27T07:52:24-05:00|Great news about Sean and Ainsley. They are officially engaged to be married! There are no finer people than these, and there will be no finer couple. Congratulations to both - A deal made in HEAVEN!!! DJT
2024-12-27T08:47:05-05:00|Where are you? When are you coming to the “Center of the Universe,” Mar-a-Lago. Bill Gates asked to come, tonight. We miss you and x! New Year’s Eve is going to be AMAZING!!! DJT
2024-12-27T11:56:36-05:00|Sorry to inform you that Superstar Attorney David Rivkin just passed away. He was a great lawyer, scholar, and defender of mine. Our hearts and prayers are with his incredible wife, Diana, and family. He will be greatly missed!
2024-12-28T08:04:36-05:00|RT @PROBOSSMEMES
2024-12-28T08:10:12-05:00|RT @kallitout We go weeks without hearing the name Joe Biden in the media, when we do it’s usually an announcement that he is giving more aid away to foreign entities or pardoning a murderer. He is still the sitting President although he probably spends most time in the horizontal position. Donald Trump on the other hand is moving mountains, changing the world, the media everyday is flooded with decisions and announcements Donald Trump is making. We would argue that Donald Trump was President from Nov 5th, in the eyes of the world, power has shifted already. It’s a new day and it’s a new world, sit back and enjoy the ride.
2024-12-28T08:10:48-05:00|RT @carlospreis7 And President Trump got elected three times there’s no way you know how Joe Biden got 81 million votes
2024-12-28T08:24:36-05:00|Are the Democrats allowed to pay $11,000,000, $2,000,000, and $500,000 to get the ENDORSEMENT of Beyoncé, Oprah, and Reverend Al? I don’t think so! Beyoncé didn’t sing, Oprah didn’t do much of anything (she called it “expenses”), and Al is just a third rate Con Man. So what is going on here??? Totally against the law, and I have heard there are many others!!!
2024-12-28T11:45:10-05:00|BREAKING: In a major, crucial WIN for America, and our National Security, a Federal Judge in Texas, based on papers we filed just a few days ago, has PROHIBITED the Biden Administration from selling any materials designated for the Border Wall, that has been wrecked by Biden and his cronies, and which I am going to rebuild in order to protect our Country from violent migrant crime, fentanyl smuggling, sex trafficking, terror attacks, and other heinous, Nation ending disasters. The Judge has also ordered an investigation into the illegal selling of the materials, which will expose just how corrupt and anti-American Radical Democrats are. I am honored to be joined in this vital case by the Great States of Texas and Missouri, and applaud Judge Drew Tipton for doing the right thing for our Country. We have to protect our Borders, and Save America. MAGA!
2024-12-28T11:45:27-05:00|Congratulations to Hillary Cassel for becoming the second State Representative from the Great State of Florida to switch her Party affiliation from Democrat to Republican, once more expanding the GOP Supermajority in the State House! I would further like to invite other Disillusioned Democrats to switch Parties, and join us on this noble quest to Save our Country and, Make America Great Again - GREATER THAN EVER BEFORE. THANK YOU HILLARY!
2024-12-29T17:02:17-05:00|I just heard of the news about the passing of President Jimmy Carter. Those of us who have been fortunate to have served as President understand this is a very exclusive club, and only we can relate to the enormous responsibility of leading the Greatest Nation in History.\n \nThe challenges Jimmy faced as President came at a pivotal time for our country and he did everything in his power to improve the lives of all Americans. For that, we all owe him a debt of gratitude.\n \nMelania and I are thinking warmly of the Carter Family and their loved ones during this difficult time. We urge everyone to keep them in their hearts and prayers.
2024-12-29T17:17:52-05:00|The extension of the Debt Ceiling by a previous Speaker of the House, a good man and a friend of mine, from this past September of the Biden Administration, to June of the Trump Administration, will go down as one of the dumbest political decisions made in years. There was no reason to do it - NOTHING WAS GAINED, and we got nothing for it - A major reason why that Speakership was lost. It was Biden’s problem, not ours. Now it becomes ours. I call it “1929” because the Democrats don’t care what our Country may be forced into. In fact, they would prefer “Depression” as long as it hurt the Republican Party. The Democrats must be forced to take a vote on this treacherous issue NOW, during the Biden Administration, and not in June. They should be blamed for this potential disaster, not the Republicans!
2024-12-29T18:13:43-05:00|President Jimmy Carter is dead at 100 years of age. While I strongly disagreed with him philosophically and politically, I also realized that he truly loved and respected our Country, and all it stands for. He worked hard to make America a better place, and for that I give him my highest respect. He was a truly good man and, of course, will be greatly missed. He was also very consequential, far more than most Presidents, after he left the Oval Office. Warmest condolences from Melania and I to his wonderful family!
2024-12-30T10:01:40-05:00|We are the Party of COMMON SENSE, a primary reason that we WON, in a landslide, the magnificent and historic Presidential Election of 2024. ALL SEVEN SWING STATES, 312 ELECTORAL COLLEGE VOTES, AND THE POPULAR VOTE BY MILLIONS OF VOTERS (Despite large scale voter fraud taking place in numerous states, including California, where votes are ridiculously still being counted, or under review!), ALL WON WITH EASE, CALM, & PROFESSIONALISM. Republicans are being praised for having run a “legendary” campaign! Democrats are being excoriated for their effort, having wasted 2.5 Billion Dollars, much of it unaccounted for, with some being used to illegally buy endorsements ($11,000,000 to Beyoncé, who never even sang a song, $2,000,000 to Oprah for doing next to nothing, and even $500,000 to Reverend AL, a professional con man and instigator, who agreed to “interview” their “star spangled” candidates, Kamala and Joe). We ran a flawless campaign, having spent FAR LESS, with lots of money left over. They ran a very expensive “sinking ship,” embracing DOJ & FBI WEAPONIZATION against their political opponent, ME. BUT IT DIDN’T WORK, IT WAS A DISASTER!!! LETS NOT BLOW THIS GREAT OPPORTUNITY WHICH WE HAVE BEEN GIVEN. The American people need IMMEDIATE relief from all of the destructive policies of the last Administration. Speaker Mike Johnson is a good, hard working, religious man. He will do the right thing, and we will continue to WIN. Mike has my Complete & Total Endorsement. MAGA!!!
2024-12-30T14:44:04-05:00|RT @catturd2 Traitors.
2024-12-31T08:35:51-05:00|We just won a Historic Landslide and Mandate from the American People, but Senate Democrats are organizing to improperly stall and delay the confirmation process of many of our Great Nominees. They will try all sorts of tricks starting very soon. Republicans must not allow them to do that. We have a Country to run, and many big problems to solve, mostly created by Democrats. REPUBLICANS, BE SMART AND TOUGH!!!
2024-12-31T09:17:05-05:00|MAKE AMERICA GREAT AGAIN!
2024-12-31T15:25:09-05:00|Justin Caporale has been with me right from the beginning of a very incredible journey, helping to produce our Historic Rallies and Events, including the Republican National Convention, Madison Square Garden, McDonalds commercial, and even my seriously viral “Garbage Truck ride.” Once he finishes what will be our magnificent Inauguration presentation, Justin will continue to serve my external operation as Executive Producer for Major Events and Public Appearances. Congratulations Justin. Keep up the GREAT work!
2025-01-01T10:48:28-05:00|When I said that the criminals coming in are far worse than the criminals we have in our country, that statement was constantly refuted by Democrats and the Fake News Media, but it turned out to be true. The crime rate in our country is at a level that nobody has ever seen before. Our hearts are with all of the innocent victims and their loved ones, including the brave officers of the New Orleans Police Department. The Trump Administration will fully support the City of New Orleans as they investigate and recover from this act of pure evil!
2025-01-01T13:17:04-05:00|Happy New Year to all. It will be a great time for America!
2025-01-01T16:02:06-05:00|The Tariffs, and Tariffs alone, created this vast wealth for our Country. Then we switched over to Income Tax. We were never so wealthy as during this period. Tariffs will pay off our debt and, MAKE AMERICA WEALTHY AGAIN!
2025-01-01T16:02:19-05:00|RT @realDonaldTrump
2025-01-02T00:03:26-05:00|Our Country is a disaster, a laughing stock all over the World! This is what happens when’s you have OPEN BORDERS, with weak, ineffective, and virtually nonexistent leadership. The DOJ, FBI, and Democrat state and local prosecutors have not done their job. They are incompetent and corrupt, having spent all of their waking hours unlawfully attacking their political opponent, ME, rather than focusing on protecting Americans from the outside and inside violent SCUM that has infiltrated all aspects of our government, and our Nation itself. Democrats should be ashamed of themselves for allowing this to happen to our Country. The CIA must get involved, NOW, before it is too late. The USA is breaking down - A violent erosion of Safety, National Security, and Democracy is taking place all across our Nation. Only strength and powerful leadership will stop it. See you on January 20th. MAKE AMERICA GREAT AGAIN!
2025-01-02T00:06:46-05:00|Our Country is a disaster, a laughing stock all over the World! This is what happens when you have OPEN BORDERS, with weak, ineffective, and virtually nonexistent leadership. The DOJ, FBI, and Democrat state and local prosecutors have not done their job. They are incompetent and corrupt, having spent all of their waking hours unlawfully attacking their political opponent, ME, rather than focusing on protecting Americans from the outside and inside violent SCUM that has infiltrated all aspects of our government, and our Nation itself. Democrats should be ashamed of themselves for allowing this to happen to our Country. The CIA must get involved, NOW, before it is too late. The USA is breaking down - A violent erosion of Safety, National Security, and Democracy is taking place all across our Nation. Only strength and powerful leadership will stop it. See you on January 20th. MAKE AMERICA GREAT AGAIN!
2025-01-02T00:08:11-05:00|TRUMP WAS RIGHT ABOUT EVERYTHING!
2025-01-02T01:52:08-05:00|RT @realDonaldTrump MAKE AMERICA GREAT AGAIN!
2025-01-02T09:08:52-05:00|With the Biden “Open Border’s Policy” I said, many times during Rallies, and elsewhere, that Radical Islamic Terrorism, and other forms of violent crime, will become so bad in America that it will become hard to even imagine or believe. That time has come, only worse than ever imagined. Joe Biden is the WORST PRESIDENT IN THE HISTORY OF AMERICA, A COMPLETE AND TOTAL DISASTER. What he and his group of Election Interfering “thugs” have done to our Country will not soon be forgotten! MAGA
2025-01-02T19:33:40-05:00|I am pleased to announce that Joe Popolo will serve as the next United States Ambassador to the Netherlands.\n \nJoe is a successful businessman and philanthropist across many different sectors. For over 20 years, he helped transform the Freeman Company into the World’s leading live event brand experience company. He currently serves as Founder and CEO of Charles & Potomac Capital, LLC, the Chairman of the Board of Pinnacle Live, LLC, and, as a Board Member of Ondas Holdings. Joe is an E&Y Entrepreneur of the Year Award winner, and also a recipient of the Dallas Business Journal’s Most Admired CEO Award. He is a proud graduate of Boston College, a member of their Board of Regents, and also, a Patron of the Arts in the Vatican Museum.\n \nCongratulations Joe!
2025-01-02T19:33:45-05:00|I am pleased to announce that Benjamin Leon Jr. will serve as the next United States Ambassador to Spain.\n \nBenjamin is a highly successful entrepreneur, equestrian, and philanthropist. He came to the U.S. from Communist Cuba at 16-years-old, with only Five Dollars in his pocket, and proceeded to build his company, Leon Medical Centers, into an incredible business. He has helped support many worthy causes, like La Liga Contra el Cancer, and important Medical Research at Johns Hopkins and Dana-Farber Cancer Institute.\n \nBenjamin has also invested in training our future doctors and nurses by supporting Miami-Dade College’s Benjamin Leon Jr. School of Nursing, and the Benjamin Leon Center for Geriatric Research and Education at Florida International University’s Herbert Wertheim College of Medicine.\n \nCongratulations Benjamin!
2025-01-02T19:34:41-05:00|….Cora Alvi will serve as Deputy Chief of Staff. Cora most recently worked as the National Deputy Finance Director for Donald J. Trump for President Inc. \n \nCongratulations to all!
